[2026-03-30T21:25:16.086075] ACTION: IOT_UPLOAD | CAT: b暹罗_小黑 | ML: 159.2 | RESULT: 达标
[2026-04-09T01:39:37.798993] ACTION: IOT_UPLOAD | CAT: test_cat_38 | ML: 205.0 | RESULT: 超标
[2026-04-09T01:39:37.799651] ACTION: IOT_UPLOAD | CAT: test_cat_46 | ML: 184.6 | RESULT: 超标
[2026-04-09T01:39:37.800280] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 185.1 | RESULT: 超标
[2026-04-09T01:39:37.801201] ACTION: IOT_UPLOAD | CAT: test_cat_100 | ML: 253.3 | RESULT: 超标
[2026-04-09T01:39:37.801891] ACTION: IOT_UPLOAD | CAT: test_cat_74 | ML: 294.6 | RESULT: 超标
[2026-04-09T01:39:37.802399] ACTION: IOT_UPLOAD | CAT: test_cat_53 | ML: 157.3 | RESULT: 达标
[2026-04-09T01:39:37.802878] ACTION: IOT_UPLOAD | CAT: test_cat_98 | ML: 54.3 | RESULT: 未达标
[2026-04-09T01:39:37.808256] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 13.4 | RESULT: 未达标
[2026-04-09T01:39:37.808992] ACTION: IOT_UPLOAD | CAT: test_cat_28 | ML: 88.9 | RESULT: 未达标
[2026-04-09T01:39:37.812704] ACTION: IOT_UPLOAD | CAT: test_cat_90 | ML: 196.0 | RESULT: 超标
[2026-04-09T01:39:37.816270] ACTION: IOT_UPLOAD | CAT: test_cat_41 | ML: 143.2 | RESULT: 达标
[2026-04-09T01:39:37.817573] ACTION: IOT_UPLOAD | CAT: test_cat_50 | ML: 106.2 | RESULT: 未达标
[2026-04-09T01:39:37.819915] ACTION: IOT_UPLOAD | CAT: test_cat_71 | ML: 51.1 | RESULT: 未达标
[2026-04-09T01:39:37.820671] ACTION: IOT_UPLOAD | CAT: test_cat_10 | ML: 51.4 | RESULT: 未达标
[2026-04-09T01:39:37.825393] ACTION: IOT_UPLOAD | CAT: test_cat_64 | ML: 92.5 | RESULT: 未达标
[2026-04-09T01:39:37.826274] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 152.3 | RESULT: 达标
[2026-04-09T01:39:37.826806] ACTION: IOT_UPLOAD | CAT: test_cat_92 | ML: 124.8 | RESULT: 达标
[2026-04-09T01:39:37.827324] ACTION: IOT_UPLOAD | CAT: test_cat_93 | ML: 246.2 | RESULT: 超标
[2026-04-09T01:39:37.827897] ACTION: IOT_UPLOAD | CAT: test_cat_1 | ML: 192.7 | RESULT: 超标
[2026-04-09T01:39:37.828455] ACTION: IOT_UPLOAD | CAT: test_cat_25 | ML: 231.1 | RESULT: 超标
[2026-04-09T01:39:37.830225] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 118.6 | RESULT: 未达标
[2026-04-09T01:39:37.832732] ACTION: IOT_UPLOAD | CAT: test_cat_13 | ML: 256.9 | RESULT: 超标
[2026-04-09T01:39:37.834594] ACTION: IOT_UPLOAD | CAT: test_cat_67 | ML: 245.4 | RESULT: 超标
[2026-04-09T01:39:37.836091] ACTION: IOT_UPLOAD | CAT: test_cat_25 | ML: 18.2 | RESULT: 未达标
[2026-04-09T01:39:37.838417] ACTION: IOT_UPLOAD | CAT: test_cat_51 | ML: 147.5 | RESULT: 达标
[2026-04-09T01:39:37.840217] ACTION: IOT_UPLOAD | CAT: test_cat_46 | ML: 186.1 | RESULT: 超标
[2026-04-09T01:39:37.841051] ACTION: IOT_UPLOAD | CAT: test_cat_80 | ML: 52.5 | RESULT: 未达标
[2026-04-09T01:39:37.843798] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 33.6 | RESULT: 未达标
[2026-04-09T01:39:37.845283] ACTION: IOT_UPLOAD | CAT: test_cat_50 | ML: 64.6 | RESULT: 未达标
[2026-04-09T01:39:37.847910] ACTION: IOT_UPLOAD | CAT: test_cat_89 | ML: 49.2 | RESULT: 未达标
[2026-04-09T01:39:37.849325] ACTION: IOT_UPLOAD | CAT: test_cat_53 | ML: 173.5 | RESULT: 达标
[2026-04-09T01:39:37.851148] ACTION: IOT_UPLOAD | CAT: test_cat_90 | ML: 36.6 | RESULT: 未达标
[2026-04-09T01:39:37.853041] ACTION: IOT_UPLOAD | CAT: test_cat_47 | ML: 140.8 | RESULT: 达标
[2026-04-09T01:39:37.854900] ACTION: IOT_UPLOAD | CAT: test_cat_36 | ML: 234.2 | RESULT: 超标
[2026-04-09T01:39:37.856617] ACTION: IOT_UPLOAD | CAT: test_cat_31 | ML: 24.3 | RESULT: 未达标
[2026-04-09T01:39:37.857572] ACTION: IOT_UPLOAD | CAT: test_cat_35 | ML: 12.8 | RESULT: 未达标
[2026-04-09T01:39:37.862699] ACTION: IOT_UPLOAD | CAT: test_cat_36 | ML: 290.2 | RESULT: 超标
[2026-04-09T01:39:37.865483] ACTION: IOT_UPLOAD | CAT: test_cat_29 | ML: 217.8 | RESULT: 超标
[2026-04-09T01:39:37.866844] ACTION: IOT_UPLOAD | CAT: test_cat_13 | ML: 118.0 | RESULT: 未达标
[2026-04-09T01:39:37.869635] ACTION: IOT_UPLOAD | CAT: test_cat_72 | ML: 12.3 | RESULT: 未达标
[2026-04-09T01:39:37.872643] ACTION: IOT_UPLOAD | CAT: test_cat_53 | ML: 54.3 | RESULT: 未达标
[2026-04-09T01:39:37.873277] ACTION: IOT_UPLOAD | CAT: test_cat_53 | ML: 15.5 | RESULT: 未达标
[2026-04-09T01:39:37.876003] ACTION: IOT_UPLOAD | CAT: test_cat_83 | ML: 82.1 | RESULT: 未达标
[2026-04-09T01:39:37.878649] ACTION: IOT_UPLOAD | CAT: test_cat_47 | ML: 203.9 | RESULT: 超标
[2026-04-09T01:39:37.881905] ACTION: IOT_UPLOAD | CAT: test_cat_43 | ML: 268.9 | RESULT: 超标
[2026-04-09T01:39:37.885501] ACTION: IOT_UPLOAD | CAT: test_cat_57 | ML: 273.3 | RESULT: 超标
[2026-04-09T01:39:37.888765] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 179.6 | RESULT: 达标
[2026-04-09T01:39:37.892721] ACTION: IOT_UPLOAD | CAT: test_cat_7 | ML: 272.5 | RESULT: 超标
[2026-04-09T01:39:37.894347] ACTION: IOT_UPLOAD | CAT: test_cat_36 | ML: 172.8 | RESULT: 达标
[2026-04-09T01:39:37.896531] ACTION: IOT_UPLOAD | CAT: test_cat_23 | ML: 177.0 | RESULT: 达标
[2026-04-09T01:39:37.898483] ACTION: IOT_UPLOAD | CAT: test_cat_56 | ML: 240.8 | RESULT: 超标
[2026-04-09T01:39:37.900824] ACTION: IOT_UPLOAD | CAT: test_cat_86 | ML: 192.8 | RESULT: 超标
[2026-04-09T01:39:37.901595] ACTION: IOT_UPLOAD | CAT: test_cat_99 | ML: 58.3 | RESULT: 未达标
[2026-04-09T01:39:37.902146] ACTION: IOT_UPLOAD | CAT: test_cat_1 | ML: 287.9 | RESULT: 超标
[2026-04-09T01:39:37.907917] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 13.4 | RESULT: 未达标
[2026-04-09T01:39:37.911272] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 16.2 | RESULT: 未达标
[2026-04-09T01:39:37.912736] ACTION: IOT_UPLOAD | CAT: test_cat_5 | ML: 31.8 | RESULT: 未达标
[2026-04-09T01:39:37.913482] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 21.1 | RESULT: 未达标
[2026-04-09T01:39:37.913983] ACTION: IOT_UPLOAD | CAT: test_cat_98 | ML: 97.4 | RESULT: 未达标
[2026-04-09T01:39:37.921125] ACTION: IOT_UPLOAD | CAT: test_cat_46 | ML: 21.7 | RESULT: 未达标
[2026-04-09T01:39:37.923113] ACTION: IOT_UPLOAD | CAT: test_cat_69 | ML: 228.7 | RESULT: 超标
[2026-04-09T01:39:37.924137] ACTION: IOT_UPLOAD | CAT: test_cat_11 | ML: 66.7 | RESULT: 未达标
[2026-04-09T01:39:37.925063] ACTION: IOT_UPLOAD | CAT: test_cat_70 | ML: 65.5 | RESULT: 未达标
[2026-04-09T01:39:37.926022] ACTION: IOT_UPLOAD | CAT: test_cat_25 | ML: 174.3 | RESULT: 达标
[2026-04-09T01:39:37.926962] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 185.1 | RESULT: 超标
[2026-04-09T01:39:37.927891] ACTION: IOT_UPLOAD | CAT: test_cat_56 | ML: 129.8 | RESULT: 达标
[2026-04-09T01:39:37.928858] ACTION: IOT_UPLOAD | CAT: test_cat_97 | ML: 79.3 | RESULT: 未达标
[2026-04-09T01:39:37.929698] ACTION: IOT_UPLOAD | CAT: test_cat_18 | ML: 120.3 | RESULT: 达标
[2026-04-09T01:39:37.930783] ACTION: IOT_UPLOAD | CAT: test_cat_5 | ML: 98.2 | RESULT: 未达标
[2026-04-09T01:39:37.931960] ACTION: IOT_UPLOAD | CAT: test_cat_35 | ML: 11.9 | RESULT: 未达标
[2026-04-09T01:39:37.933023] ACTION: IOT_UPLOAD | CAT: test_cat_75 | ML: 96.1 | RESULT: 未达标
[2026-04-09T01:39:37.936757] ACTION: IOT_UPLOAD | CAT: test_cat_48 | ML: 54.6 | RESULT: 未达标
[2026-04-09T01:39:37.938402] ACTION: IOT_UPLOAD | CAT: test_cat_38 | ML: 249.2 | RESULT: 超标
[2026-04-09T01:39:37.939330] ACTION: IOT_UPLOAD | CAT: test_cat_28 | ML: 156.9 | RESULT: 达标
[2026-04-09T01:39:37.940120] ACTION: IOT_UPLOAD | CAT: test_cat_48 | ML: 114.4 | RESULT: 未达标
[2026-04-09T01:39:37.941342] ACTION: IOT_UPLOAD | CAT: test_cat_58 | ML: 191.8 | RESULT: 超标
[2026-04-09T01:39:37.942646] ACTION: IOT_UPLOAD | CAT: test_cat_75 | ML: 244.3 | RESULT: 超标
[2026-04-09T01:39:37.944221] ACTION: IOT_UPLOAD | CAT: test_cat_8 | ML: 104.6 | RESULT: 未达标
[2026-04-09T01:39:37.945882] ACTION: IOT_UPLOAD | CAT: test_cat_87 | ML: 108.4 | RESULT: 未达标
[2026-04-09T01:39:37.948677] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 130.5 | RESULT: 达标
[2026-04-09T01:39:37.950530] ACTION: IOT_UPLOAD | CAT: test_cat_76 | ML: 27.6 | RESULT: 未达标
[2026-04-09T01:39:37.951093] ACTION: IOT_UPLOAD | CAT: test_cat_93 | ML: 184.8 | RESULT: 超标
[2026-04-09T01:39:37.951849] ACTION: IOT_UPLOAD | CAT: test_cat_47 | ML: 230.0 | RESULT: 超标
[2026-04-09T01:39:37.953076] ACTION: IOT_UPLOAD | CAT: test_cat_62 | ML: 97.8 | RESULT: 未达标
[2026-04-09T01:39:37.953677] ACTION: IOT_UPLOAD | CAT: test_cat_3 | ML: 214.7 | RESULT: 超标
[2026-04-09T01:39:37.954338] ACTION: IOT_UPLOAD | CAT: test_cat_14 | ML: 90.9 | RESULT: 未达标
[2026-04-09T01:39:37.954979] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 266.5 | RESULT: 超标
[2026-04-09T01:39:37.955868] ACTION: IOT_UPLOAD | CAT: test_cat_45 | ML: 105.6 | RESULT: 未达标
[2026-04-09T01:39:37.956485] ACTION: IOT_UPLOAD | CAT: test_cat_100 | ML: 253.3 | RESULT: 超标
[2026-04-09T01:39:37.957340] ACTION: IOT_UPLOAD | CAT: test_cat_53 | ML: 157.3 | RESULT: 达标
[2026-04-09T01:39:38.005599] ACTION: IOT_UPLOAD | CAT: test_cat_1 | ML: 267.5 | RESULT: 超标
[2026-04-09T01:39:38.008031] ACTION: IOT_UPLOAD | CAT: test_cat_17 | ML: 175.2 | RESULT: 达标
[2026-04-09T01:39:38.012528] ACTION: IOT_UPLOAD | CAT: test_cat_76 | ML: 147.4 | RESULT: 达标
[2026-04-09T01:39:38.015557] ACTION: IOT_UPLOAD | CAT: test_cat_49 | ML: 32.3 | RESULT: 未达标
[2026-04-09T01:39:38.016225] ACTION: IOT_UPLOAD | CAT: test_cat_22 | ML: 111.6 | RESULT: 未达标
[2026-04-09T01:39:38.018702] ACTION: IOT_UPLOAD | CAT: test_cat_52 | ML: 135.9 | RESULT: 达标
[2026-04-09T01:39:38.022380] ACTION: IOT_UPLOAD | CAT: test_cat_43 | ML: 154.5 | RESULT: 达标
[2026-04-09T01:39:38.023386] ACTION: IOT_UPLOAD | CAT: test_cat_24 | ML: 152.2 | RESULT: 达标
[2026-04-09T01:39:38.024053] ACTION: IOT_UPLOAD | CAT: test_cat_93 | ML: 232.8 | RESULT: 超标
[2026-04-09T01:39:38.026731] ACTION: IOT_UPLOAD | CAT: test_cat_87 | ML: 117.8 | RESULT: 未达标
[2026-04-09T01:39:38.029105] ACTION: IOT_UPLOAD | CAT: test_cat_7 | ML: 205.9 | RESULT: 超标
[2026-04-09T01:39:38.033538] ACTION: IOT_UPLOAD | CAT: test_cat_14 | ML: 133.7 | RESULT: 达标
[2026-04-09T01:39:38.035470] ACTION: IOT_UPLOAD | CAT: test_cat_34 | ML: 110.5 | RESULT: 未达标
[2026-04-09T01:39:38.036682] ACTION: IOT_UPLOAD | CAT: test_cat_5 | ML: 156.2 | RESULT: 达标
[2026-04-09T01:39:38.040016] ACTION: IOT_UPLOAD | CAT: test_cat_36 | ML: 145.2 | RESULT: 达标
[2026-04-09T01:39:38.042913] ACTION: IOT_UPLOAD | CAT: test_cat_10 | ML: 146.2 | RESULT: 达标
[2026-04-09T01:39:38.048006] ACTION: IOT_UPLOAD | CAT: test_cat_22 | ML: 287.5 | RESULT: 超标
[2026-04-09T01:39:38.050380] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 22.8 | RESULT: 未达标
[2026-04-09T01:39:38.052567] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 275.4 | RESULT: 超标
[2026-04-09T01:39:38.054730] ACTION: IOT_UPLOAD | CAT: test_cat_84 | ML: 286.9 | RESULT: 超标
[2026-04-09T01:39:38.057136] ACTION: IOT_UPLOAD | CAT: test_cat_67 | ML: 104.8 | RESULT: 未达标
[2026-04-09T01:39:38.059754] ACTION: IOT_UPLOAD | CAT: test_cat_15 | ML: 31.6 | RESULT: 未达标
[2026-04-09T01:39:38.062765] ACTION: IOT_UPLOAD | CAT: test_cat_80 | ML: 23.5 | RESULT: 未达标
[2026-04-09T01:39:38.064660] ACTION: IOT_UPLOAD | CAT: test_cat_6 | ML: 113.5 | RESULT: 未达标
[2026-04-09T01:39:38.068142] ACTION: IOT_UPLOAD | CAT: test_cat_14 | ML: 113.1 | RESULT: 未达标
[2026-04-09T01:39:38.069627] ACTION: IOT_UPLOAD | CAT: test_cat_85 | ML: 91.4 | RESULT: 未达标
[2026-04-09T01:39:38.070944] ACTION: IOT_UPLOAD | CAT: test_cat_78 | ML: 96.8 | RESULT: 未达标
[2026-04-09T01:39:38.072052] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 58.9 | RESULT: 未达标
[2026-04-09T01:39:38.073051] ACTION: IOT_UPLOAD | CAT: test_cat_87 | ML: 154.8 | RESULT: 达标
[2026-04-09T01:39:38.073913] ACTION: IOT_UPLOAD | CAT: test_cat_100 | ML: 58.0 | RESULT: 未达标
[2026-04-09T01:39:38.078619] ACTION: IOT_UPLOAD | CAT: test_cat_48 | ML: 271.9 | RESULT: 超标
[2026-04-09T01:39:38.082480] ACTION: IOT_UPLOAD | CAT: test_cat_81 | ML: 40.4 | RESULT: 未达标
[2026-04-09T01:39:38.086492] ACTION: IOT_UPLOAD | CAT: test_cat_40 | ML: 145.7 | RESULT: 达标
[2026-04-09T01:39:38.087772] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 218.7 | RESULT: 超标
[2026-04-09T01:39:38.088402] ACTION: IOT_UPLOAD | CAT: test_cat_71 | ML: 51.1 | RESULT: 未达标
[2026-04-09T01:39:38.088844] ACTION: IOT_UPLOAD | CAT: test_cat_50 | ML: 106.2 | RESULT: 未达标
[2026-04-09T01:39:38.091714] ACTION: IOT_UPLOAD | CAT: test_cat_64 | ML: 92.5 | RESULT: 未达标
[2026-04-09T01:39:38.093283] ACTION: IOT_UPLOAD | CAT: test_cat_53 | ML: 173.5 | RESULT: 达标
[2026-04-09T01:39:38.097101] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 33.6 | RESULT: 未达标
[2026-04-09T01:39:38.099882] ACTION: IOT_UPLOAD | CAT: test_cat_51 | ML: 147.5 | RESULT: 达标
[2026-04-09T01:39:38.100671] ACTION: IOT_UPLOAD | CAT: test_cat_80 | ML: 52.5 | RESULT: 未达标
[2026-04-09T01:39:38.101381] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 130.5 | RESULT: 达标
[2026-04-09T01:39:38.106826] ACTION: IOT_UPLOAD | CAT: test_cat_90 | ML: 36.6 | RESULT: 未达标
[2026-04-09T01:39:38.108890] ACTION: IOT_UPLOAD | CAT: test_cat_28 | ML: 88.9 | RESULT: 未达标
[2026-04-09T01:39:38.111302] ACTION: IOT_UPLOAD | CAT: test_cat_50 | ML: 64.6 | RESULT: 未达标
[2026-04-09T01:39:38.112791] ACTION: IOT_UPLOAD | CAT: test_cat_72 | ML: 12.3 | RESULT: 未达标
[2026-04-09T01:39:38.118373] ACTION: IOT_UPLOAD | CAT: test_cat_53 | ML: 54.3 | RESULT: 未达标
[2026-04-09T01:39:38.122326] ACTION: IOT_UPLOAD | CAT: test_cat_25 | ML: 18.2 | RESULT: 未达标
[2026-04-09T01:39:38.126563] ACTION: IOT_UPLOAD | CAT: test_cat_8 | ML: 104.6 | RESULT: 未达标
[2026-04-09T01:39:38.129032] ACTION: IOT_UPLOAD | CAT: test_cat_46 | ML: 186.1 | RESULT: 超标
[2026-04-09T01:39:38.131812] ACTION: IOT_UPLOAD | CAT: test_cat_13 | ML: 118.0 | RESULT: 未达标
[2026-04-09T01:39:38.139600] ACTION: IOT_UPLOAD | CAT: test_cat_35 | ML: 12.8 | RESULT: 未达标
[2026-04-09T01:39:38.142577] ACTION: IOT_UPLOAD | CAT: test_cat_53 | ML: 15.5 | RESULT: 未达标
[2026-04-09T01:39:38.146088] ACTION: IOT_UPLOAD | CAT: test_cat_7 | ML: 272.5 | RESULT: 超标
[2026-04-09T01:39:38.148957] ACTION: IOT_UPLOAD | CAT: test_cat_98 | ML: 97.4 | RESULT: 未达标
[2026-04-09T01:39:38.151472] ACTION: IOT_UPLOAD | CAT: test_cat_87 | ML: 108.4 | RESULT: 未达标
[2026-04-09T01:39:38.151972] ACTION: IOT_UPLOAD | CAT: test_cat_75 | ML: 244.3 | RESULT: 超标
[2026-04-09T01:39:38.154419] ACTION: IOT_UPLOAD | CAT: test_cat_99 | ML: 58.3 | RESULT: 未达标
[2026-04-09T01:39:38.156457] ACTION: IOT_UPLOAD | CAT: test_cat_23 | ML: 177.0 | RESULT: 达标
[2026-04-09T01:39:38.158338] ACTION: IOT_UPLOAD | CAT: test_cat_8 | ML: 220.7 | RESULT: 超标
[2026-04-09T01:39:38.158846] ACTION: IOT_UPLOAD | CAT: test_cat_24 | ML: 77.4 | RESULT: 未达标
[2026-04-09T01:39:38.160543] ACTION: IOT_UPLOAD | CAT: test_cat_56 | ML: 240.8 | RESULT: 超标
[2026-04-09T01:39:38.162062] ACTION: IOT_UPLOAD | CAT: test_cat_17 | ML: 12.5 | RESULT: 未达标
[2026-04-09T01:39:38.163595] ACTION: IOT_UPLOAD | CAT: test_cat_67 | ML: 287.6 | RESULT: 超标
[2026-04-09T01:39:38.166298] ACTION: IOT_UPLOAD | CAT: test_cat_34 | ML: 163.1 | RESULT: 达标
[2026-04-09T01:39:38.167825] ACTION: IOT_UPLOAD | CAT: test_cat_18 | ML: 283.6 | RESULT: 超标
[2026-04-09T01:39:38.169805] ACTION: IOT_UPLOAD | CAT: test_cat_39 | ML: 43.9 | RESULT: 未达标
[2026-04-09T01:39:38.171889] ACTION: IOT_UPLOAD | CAT: test_cat_16 | ML: 252.2 | RESULT: 超标
[2026-04-09T01:39:38.173645] ACTION: IOT_UPLOAD | CAT: test_cat_83 | ML: 50.0 | RESULT: 未达标
[2026-04-09T01:39:38.175623] ACTION: IOT_UPLOAD | CAT: test_cat_38 | ML: 290.6 | RESULT: 超标
[2026-04-09T01:39:38.177114] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 204.7 | RESULT: 超标
[2026-04-09T01:39:38.178418] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 220.4 | RESULT: 超标
[2026-04-09T01:39:38.180493] ACTION: IOT_UPLOAD | CAT: test_cat_73 | ML: 241.9 | RESULT: 超标
[2026-04-09T01:39:38.183624] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 211.6 | RESULT: 超标
[2026-04-09T01:39:38.185996] ACTION: IOT_UPLOAD | CAT: test_cat_75 | ML: 54.7 | RESULT: 未达标
[2026-04-09T01:39:38.188962] ACTION: IOT_UPLOAD | CAT: test_cat_40 | ML: 154.7 | RESULT: 达标
[2026-04-09T01:39:38.191548] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 179.9 | RESULT: 达标
[2026-04-09T01:39:38.193578] ACTION: IOT_UPLOAD | CAT: test_cat_23 | ML: 117.6 | RESULT: 未达标
[2026-04-09T01:39:38.196183] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 96.0 | RESULT: 未达标
[2026-04-09T01:39:38.198459] ACTION: IOT_UPLOAD | CAT: test_cat_19 | ML: 298.4 | RESULT: 超标
[2026-04-09T01:39:38.201261] ACTION: IOT_UPLOAD | CAT: test_cat_96 | ML: 51.0 | RESULT: 未达标
[2026-04-09T01:39:38.203682] ACTION: IOT_UPLOAD | CAT: test_cat_44 | ML: 60.9 | RESULT: 未达标
[2026-04-09T01:39:38.206881] ACTION: IOT_UPLOAD | CAT: test_cat_23 | ML: 180.7 | RESULT: 超标
[2026-04-09T01:39:38.208008] ACTION: IOT_UPLOAD | CAT: test_cat_38 | ML: 196.6 | RESULT: 超标
[2026-04-09T01:39:38.212063] ACTION: IOT_UPLOAD | CAT: test_cat_47 | ML: 250.2 | RESULT: 超标
[2026-04-09T01:39:38.214636] ACTION: IOT_UPLOAD | CAT: test_cat_88 | ML: 259.1 | RESULT: 超标
[2026-04-09T01:39:38.217835] ACTION: IOT_UPLOAD | CAT: test_cat_47 | ML: 49.4 | RESULT: 未达标
[2026-04-09T01:39:38.220933] ACTION: IOT_UPLOAD | CAT: test_cat_7 | ML: 72.2 | RESULT: 未达标
[2026-04-09T01:39:38.227555] ACTION: IOT_UPLOAD | CAT: test_cat_76 | ML: 27.6 | RESULT: 未达标
[2026-04-09T01:39:38.230081] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 179.6 | RESULT: 达标
[2026-04-09T01:39:38.230875] ACTION: IOT_UPLOAD | CAT: test_cat_93 | ML: 184.8 | RESULT: 超标
[2026-04-09T01:39:38.235826] ACTION: IOT_UPLOAD | CAT: test_cat_86 | ML: 192.8 | RESULT: 超标
[2026-04-09T01:39:38.242663] ACTION: IOT_UPLOAD | CAT: test_cat_35 | ML: 11.9 | RESULT: 未达标
[2026-04-09T01:39:38.245528] ACTION: IOT_UPLOAD | CAT: test_cat_18 | ML: 120.3 | RESULT: 达标
[2026-04-09T01:39:38.248257] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 16.2 | RESULT: 未达标
[2026-04-09T01:39:38.253041] ACTION: IOT_UPLOAD | CAT: test_cat_5 | ML: 31.8 | RESULT: 未达标
[2026-04-09T01:39:38.262941] ACTION: IOT_UPLOAD | CAT: test_cat_24 | ML: 152.2 | RESULT: 达标
[2026-04-09T01:39:38.266293] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 21.1 | RESULT: 未达标
[2026-04-09T01:39:38.272602] ACTION: IOT_UPLOAD | CAT: test_cat_45 | ML: 105.6 | RESULT: 未达标
[2026-04-09T01:39:38.275065] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 266.5 | RESULT: 超标
[2026-04-09T01:39:38.280224] ACTION: IOT_UPLOAD | CAT: test_cat_1 | ML: 267.5 | RESULT: 超标
[2026-04-09T01:39:38.287133] ACTION: IOT_UPLOAD | CAT: test_cat_76 | ML: 147.4 | RESULT: 达标
[2026-04-09T01:39:38.289709] ACTION: IOT_UPLOAD | CAT: test_cat_43 | ML: 154.5 | RESULT: 达标
[2026-04-09T01:39:38.297397] ACTION: IOT_UPLOAD | CAT: test_cat_17 | ML: 175.2 | RESULT: 达标
[2026-04-09T01:39:38.299837] ACTION: IOT_UPLOAD | CAT: test_cat_49 | ML: 32.3 | RESULT: 未达标
[2026-04-09T01:39:38.302866] ACTION: IOT_UPLOAD | CAT: test_cat_46 | ML: 21.7 | RESULT: 未达标
[2026-04-09T01:39:38.308383] ACTION: IOT_UPLOAD | CAT: test_cat_22 | ML: 111.6 | RESULT: 未达标
[2026-04-09T01:39:38.311329] ACTION: IOT_UPLOAD | CAT: test_cat_52 | ML: 135.9 | RESULT: 达标
[2026-04-09T01:39:38.313901] ACTION: IOT_UPLOAD | CAT: test_cat_14 | ML: 133.7 | RESULT: 达标
[2026-04-09T01:39:38.317939] ACTION: IOT_UPLOAD | CAT: test_cat_7 | ML: 205.9 | RESULT: 超标
[2026-04-09T01:39:38.328799] ACTION: IOT_UPLOAD | CAT: test_cat_93 | ML: 232.8 | RESULT: 超标
[2026-04-09T01:39:38.331557] ACTION: IOT_UPLOAD | CAT: test_cat_34 | ML: 110.5 | RESULT: 未达标
[2026-04-09T01:39:38.334430] ACTION: IOT_UPLOAD | CAT: test_cat_87 | ML: 117.8 | RESULT: 未达标
[2026-04-09T01:39:38.343651] ACTION: IOT_UPLOAD | CAT: test_cat_36 | ML: 145.2 | RESULT: 达标
[2026-04-09T01:39:38.346036] ACTION: IOT_UPLOAD | CAT: test_cat_5 | ML: 156.2 | RESULT: 达标
[2026-04-09T01:39:38.348455] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 22.8 | RESULT: 未达标
[2026-04-09T01:39:38.353536] ACTION: IOT_UPLOAD | CAT: test_cat_80 | ML: 23.5 | RESULT: 未达标
[2026-04-09T01:39:38.361666] ACTION: IOT_UPLOAD | CAT: test_cat_40 | ML: 24.8 | RESULT: 未达标
[2026-04-09T01:39:38.364280] ACTION: IOT_UPLOAD | CAT: test_cat_93 | ML: 258.9 | RESULT: 超标
[2026-04-09T01:39:38.368539] ACTION: IOT_UPLOAD | CAT: test_cat_95 | ML: 169.6 | RESULT: 达标
[2026-04-09T01:39:38.372500] ACTION: IOT_UPLOAD | CAT: test_cat_67 | ML: 224.0 | RESULT: 超标
[2026-04-09T01:39:38.390225] ACTION: IOT_UPLOAD | CAT: test_cat_9 | ML: 55.0 | RESULT: 未达标
[2026-04-09T01:39:38.395620] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 83.7 | RESULT: 未达标
[2026-04-09T01:39:38.402957] ACTION: IOT_UPLOAD | CAT: test_cat_10 | ML: 257.1 | RESULT: 超标
[2026-04-09T01:39:38.413138] ACTION: IOT_UPLOAD | CAT: test_cat_57 | ML: 281.5 | RESULT: 超标
[2026-04-09T01:39:38.413981] ACTION: IOT_UPLOAD | CAT: test_cat_1 | ML: 137.7 | RESULT: 达标
[2026-04-09T01:39:38.417765] ACTION: IOT_UPLOAD | CAT: test_cat_53 | ML: 90.0 | RESULT: 未达标
[2026-04-09T01:39:38.427977] ACTION: IOT_UPLOAD | CAT: test_cat_53 | ML: 138.5 | RESULT: 达标
[2026-04-09T01:39:38.429044] ACTION: IOT_UPLOAD | CAT: test_cat_26 | ML: 24.6 | RESULT: 未达标
